% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=3, Sun Apr  5 11:35:53 2026, <python>{}</python>
1 8 0.48480028135230435 0 0 0.5195593306553868 0.39850478417574636
2 16 0.45975769569577357 0 0 0.5177675233296771 0.3427556375404851
3 24 0.5554937669999752 0 0 0.6054553828277179 0.40346633251802816
4 32 0.594457232544486 0 0 0.7262502149870584 0.40385152585760964
5 40 0.4261759237683117 0 0 0.4075034841941565 0.2810289088905434
6 48 0.38178523240975026 0 0 0.39813938623833534 0.17831967215088118
7 56 0.33560937032610944 0 0 0.295487182428666 0.15094775843241937
8 64 0.27229542104605775 0 0 0.191041585354482 0.11816430906046355
9 72 0.2572212775580722 0 0 0.1812978905334033 0.11497471169749546
10 80 0.2095193916292043 0 0 0.1312169438918667 0.09099464495151947
11 88 0.21833868417458216 0 0 0.14692878073198606 0.10905529858568727
12 96 0.2483242524240577 0 0 0.17612380869144265 0.13729201787462694
13 104 0.22873686076599345 0 0 0.15017880686003762 0.11790649368987668
14 112 0.19002884187654726 0 0 0.09361723132452891 0.08033631405787284
15 120 0.1361156871243526 0 0 0.0625912645819219 0.05303891226705858
16 128 0.11319346624799793 0 0 0.038137416554527896 0.03430008949317756
17 136 0.11499010665610417 0 0 0.04123203165987604 0.037532992514179665
18 144 0.10031142545707507 0 0 0.031469636820454595 0.028655096632479473
19 152 0.14297199023583562 0 0 0.051558045093102904 0.054493285851143644
20 160 0.14608678013466866 0 0 0.04246251448363577 0.046776823505498805
21 168 0.19380947084808944 0 0 0.056336740969165085 0.06750775772586803
22 176 0.2559990878193101 0 0 0.07587379499103031 0.10411443198854688
23 184 0.34266335416834287 0 0 0.1266813502985496 0.17580362994798715
24 192 0.3630228796231309 0 0 0.12762414610779044 0.17914759073930345
25 200 0.3594752762791993 0 0 0.1368340554001944 0.18970424210110073
26 208 0.2658846090352536 0 0 0.08693492629409505 0.11983239453045524
27 216 0.25031704174526775 0 0 0.08451544956998262 0.11897876001503452
28 224 0.2834465268573772 0 0 0.09563480625013797 0.1390306517364801
29 232 0.283184261611623 0 0 0.06700960702113531 0.1007401291709899
30 240 0.2683945176333872 0 0 0.0645393021210896 0.09825352902688567
31 248 0.2940201532335378 0 0 0.07284607238348367 0.1163877755243328
32 256 0.23586009041731187 0 0 0.049746874785057536 0.08135323905488483
33 264 0.19067306129494094 0 0 0.0328117234747278 0.053641634426543953
34 272 0.16860350401283083 0 0 0.026448808209045164 0.04395698583287745
35 280 0.1595790876936673 0 0 0.02093807565860492 0.035395776056772965
36 288 0.19773966571834037 0 0 0.02890482501657911 0.05133165223020783
37 296 0.19597802268369474 0 0 0.025133090282721978 0.045273996886866674
38 304 0.30964851817314015 0 0 0.039973323659414084 0.07446830592751186
39 312 0.46085614273875763 0 0 0.058161689377299736 0.11074933651819588
40 320 0.39081402154452144 0 0 0.03834584013113793 0.07500129145136653
41 328 0.30157306777608955 0 0 0.029797232340764455 0.057718072682013365
